i,latency_ms
531,843.716
532,60.989
533,555.823
534,353.395
535,42.064
536,497.578
537,165.586
538,188.054
539,145.581
540,141.428
541,29.333
542,48.553
543,72.468
544,55.324
545,796.474
546,516.247
547,105.959
548,503.335
549,153.633
550,116.610
551,28.074
552,380.898
553,57.861
554,205.671
555,601.726
556,234.184
557,239.903
558,74.862
559,945.567
560,23.694
561,26.202
562,94.327
563,162.497
564,27.075
565,119.544
566,208.432
567,715.440
568,115.201
569,515.158
570,272.832
571,245.552
572,492.059
573,25.228
574,241.466
575,78.622
576,171.870
577,439.609
578,116.837
579,340.049
580,133.616
581,204.995
582,125.271
583,196.023
584,297.111
585,652.430
586,451.880
587,27.654
588,459.600
589,146.263
590,31.086
591,386.263
592,68.026
593,295.887
594,141.953
595,321.319
596,424.731
597,283.530
598,274.539
599,342.456
600,335.992
601,218.669
602,188.645
603,170.120
604,51.259
605,162.572
606,297.892
607,79.038
608,337.797
609,165.411
610,129.390
611,411.943
612,29.471
613,332.058
614,25.672
615,413.399
616,148.765
617,479.842
618,273.688
619,274.572
620,189.067
621,486.548
622,195.139
623,147.731
624,278.898
625,146.621
626,179.523
627,261.808
628,26.352
629,317.483
630,299.179
631,165.396
632,109.274
633,197.034
634,232.071
635,121.351
636,70.472
637,301.857
638,76.065
639,1387.303
640,22.702
641,142.495
642,420.711
643,164.529
644,121.483
645,348.973
646,375.551
647,92.857
648,117.226
649,74.550
650,45.189
651,70.913
652,244.121
653,24.668
654,23.684
655,455.519
656,188.832
657,183.159
658,347.235
659,20.978
660,311.788
661,328.056
662,885.206
663,105.328
664,63.978
665,679.886
666,28.433
667,173.053
668,153.236
669,66.452
670,275.463
671,232.034
672,154.234
673,27.362
674,205.426
675,92.704
676,1729.039
677,1299.366
678,78.242
679,127.780
680,32.040
681,114.491
682,176.028
683,86.724
684,126.239
685,57.807
686,161.152
687,158.187
688,101.884
689,209.629
690,160.747
691,322.880
692,1021.577
693,312.997
694,130.322
695,108.048
696,206.700
697,119.693
698,240.693
699,315.473
700,187.205
701,29.791
702,28.919
703,364.013
704,441.259
705,24.053
706,929.371
707,437.751
708,534.484
709,625.443
710,64.856
711,1035.624
712,798.232
713,83.802
714,65.683
715,329.615
716,317.756
717,22.955
718,27.797
719,119.337
720,156.218
721,274.691
722,168.752
723,308.238
724,66.656
725,101.986
726,65.043
727,181.348
728,589.421
729,467.396
730,70.172
731,97.901
732,28.875
733,244.033
734,171.714
735,576.422
736,293.789
737,131.238
738,91.119
739,164.470
740,84.464
741,682.547
742,77.184
743,27.797
744,90.038
745,165.499
746,187.966
747,124.931
748,449.817
749,108.032
750,162.023
751,155.188
752,143.691
753,150.452
754,116.188
755,400.655
756,211.448
757,234.813
758,112.804
759,408.712
760,22.315
761,474.591
762,261.610
763,1390.144
764,83.180
765,469.925
766,61.131
767,25.431
768,21.761
769,21.532
770,526.223
771,336.299
772,89.734
773,334.597
774,130.917
775,134.592
776,1006.499
777,209.455
778,512.210
779,254.579
780,422.542
781,1337.651
782,86.380
783,157.666
784,31.407
785,123.786
786,131.495
787,731.758
788,60.675
789,241.388
790,105.881
791,551.111
792,842.419
793,126.488
794,561.694
795,182.854
796,293.808
797,506.384
798,31.934
799,61.870
800,146.394
801,31.314
802,351.114
803,70.846
804,250.868
805,434.413
806,22.953
807,227.258
808,139.741
809,98.487
810,29.820
811,59.328
812,325.783
813,356.604
814,539.027
815,263.480
816,123.421
817,156.238
818,158.335
819,85.830
820,152.002
821,143.174
822,43.744
823,465.564
824,245.097
825,454.938
826,199.681
827,494.438
828,76.187
829,386.558
830,47.822
831,56.564
832,69.691
833,999.306
834,81.330
835,238.785
836,50.613
837,157.181
838,352.731
839,211.741
840,130.680
841,70.804
842,238.202
843,44.117
844,136.952
845,397.284
846,244.064
847,173.488
848,371.317
849,27.760
850,87.962
851,24.619
852,618.449
853,482.815
854,293.859
855,157.634
856,355.633
857,316.201
858,197.644
859,198.044
860,665.061
861,457.835
862,174.349
863,248.760
864,785.741
865,573.680
866,148.305
867,183.463
868,166.959
869,122.931
870,94.944
871,24.668
872,141.252
873,694.815
874,798.020
875,210.025
876,94.771
877,22.574
878,137.380
879,247.087
880,291.523
881,552.470
882,394.365
883,51.459
884,291.580
885,127.546
886,114.748
887,281.908
888,357.896
889,410.724
890,184.696
891,102.598
892,165.271
893,279.970
894,93.020
895,210.696
896,327.605
897,248.907
898,596.768
899,720.606
900,173.663
901,349.486
902,24.344
903,176.766
904,246.147
905,193.769
906,120.781
907,113.812
908,178.448
909,66.371
910,361.206
911,448.459
912,27.577
913,505.514
914,430.771
915,126.106
916,911.005
917,327.851
918,287.853
919,131.597
920,159.941
921,231.362
922,86.680
923,933.657
924,114.696
925,198.375
926,94.040
927,80.948
928,302.690
929,27.773
930,145.722
931,66.451
932,156.269
933,773.064
934,63.436
935,202.504
936,155.036
937,36.587
938,221.712
939,28.144
940,795.704
941,169.309
942,23.624
943,142.344
944,26.326
945,545.915
946,252.710
947,484.444
948,144.320
949,167.838
950,90.481
951,322.220
952,139.800
953,78.719
954,134.476
955,22.052
956,123.629
957,277.695
958,112.207
959,45.574
960,701.764
961,204.882
962,93.835
963,92.446
964,308.914
965,366.546
966,628.399
967,69.017
968,28.026
969,311.272
970,59.986
971,143.667
972,71.492
973,399.912
974,640.226
975,265.207
976,184.161
977,765.971
978,446.641
979,49.868
980,1673.210
981,116.349
982,335.649
983,111.341
984,262.601
985,414.527
986,224.722
987,185.256
988,142.360
989,520.615
990,101.256
991,178.022
992,344.918
993,25.986
994,30.243
995,138.069
996,116.008
997,128.391
998,100.234
999,140.137
1000,102.224
1001,158.590
1002,97.024
1003,175.523
1004,381.072
1005,111.176
1006,169.830
1007,74.396
1008,30.640
1009,522.629
1010,1182.903
1011,201.006
1012,393.870
1013,276.505
1014,100.790
1015,709.722
1016,307.361
1017,807.643
1018,110.085
1019,928.448
1020,245.271
1021,204.265
1022,27.158
1023,57.325
1024,68.808
1025,233.530
1026,388.939
1027,411.150
1028,222.250
1029,363.122
1030,360.284
1031,133.883
1032,405.816
1033,642.965
1034,97.303
1035,273.666
1036,28.951
1037,577.434
1038,364.500
1039,147.648
1040,78.677
1041,198.547
1042,122.077
1043,199.003
1044,188.513
1045,26.829
1046,330.199
1047,198.759
1048,148.168
1049,144.413
1050,26.078
1051,178.316
1052,82.513
1053,124.898
1054,121.436
1055,58.679
1056,161.500
1057,135.209
1058,119.435
1059,527.244
1060,514.350
1061,241.819
1062,819.121
1063,90.075
1064,157.870
1065,78.671
1066,560.595
1067,198.237
1068,129.848
1069,68.680
1070,229.744
1071,234.171
1072,201.605
1073,135.790
1074,77.463
1075,414.827
1076,177.514
1077,165.578
1078,103.395
1079,137.218
1080,188.599
1081,461.368
1082,236.885
1083,313.516
1084,91.800
1085,723.382
1086,97.433
1087,107.516
1088,146.012
1089,895.143
1090,256.724
1091,26.483
1092,88.022
1093,189.469
1094,626.539
1095,442.987
1096,385.737
1097,203.031
1098,171.861
1099,146.428
1100,157.377
1101,481.869
1102,125.402
1103,436.490
1104,353.543
1105,662.637
1106,29.989
1107,234.096
1108,498.310
1109,124.634
1110,223.107
1111,24.937
1112,165.903
1113,139.585
1114,270.163
1115,64.057
1116,108.735
1117,60.218
1118,341.309
1119,115.062
1120,371.996
1121,166.616
1122,120.478
1123,871.761
1124,190.041
1125,67.265
1126,515.359
1127,380.889
1128,387.309
1129,196.899
1130,197.216
1131,107.893
1132,598.969
1133,356.349
1134,117.040
1135,98.902
1136,850.950
1137,173.719
1138,137.447
1139,573.042
1140,165.570
1141,460.395
1142,168.703
1143,115.285
1144,71.843
1145,227.280
1146,208.946
1147,268.701
1148,360.387
1149,297.512
1150,21.075
1151,214.463
1152,1068.571
1153,406.902
1154,88.441
1155,115.082
1156,641.039
1157,192.065
1158,730.128
1159,130.788
1160,176.988
1161,853.508
1162,155.131
1163,330.798
1164,141.593
1165,152.313
1166,91.256
1167,170.903
1168,44.332
1169,85.999
1170,103.282
1171,184.568
1172,146.640
1173,26.348
1174,564.388
1175,106.982
1176,98.689
1177,84.355
1178,267.296
1179,25.503
1180,198.502
1181,80.704
1182,258.574
1183,347.424
1184,297.721
1185,113.368
1186,87.669
1187,186.478
1188,327.173
1189,31.678
1190,84.255
1191,155.064
1192,601.232
1193,68.597
1194,498.696
1195,610.828
1196,138.405
1197,176.547
1198,198.141
1199,422.947
1200,221.513
1201,82.708
1202,341.728
1203,32.959
1204,375.499
1205,763.638
1206,166.163
1207,114.263
1208,310.899
1209,146.633
1210,275.576
1211,313.125
1212,82.491
1213,496.562
1214,85.995
1215,78.997
1216,85.774
1217,812.254
1218,116.505
1219,133.798
1220,27.485
1221,167.404
1222,530.274
1223,282.208
1224,360.047
1225,129.521
1226,199.984
1227,870.578
1228,25.359
1229,162.534
1230,244.977
1231,202.303
1232,610.195
1233,265.097
1234,357.989
1235,114.090
1236,231.226
1237,299.807
1238,80.838
1239,120.605
1240,160.381
1241,500.756
1242,28.757
1243,202.252
1244,31.588
1245,570.346
1246,23.927
1247,438.629
1248,84.878
1249,318.325
1250,69.797
1251,192.054
1252,25.867
1253,143.135
1254,124.311
1255,164.114
1256,93.930
1257,288.263
1258,281.731
1259,185.601
1260,1101.635
1261,212.709
1262,96.286
1263,62.998
1264,96.343
1265,203.801
1266,406.597
1267,26.440
1268,146.565
1269,29.007
1270,514.356
1271,183.440
1272,32.646
1273,273.861
1274,65.237
1275,72.045
1276,453.259
1277,294.510
1278,381.170
1279,367.762
1280,98.315
1281,28.774
1282,329.600
1283,155.173
1284,409.838
1285,90.504
1286,313.750
1287,27.446
1288,146.336
1289,156.687
1290,309.522
1291,74.450
1292,143.770
1293,218.398
1294,451.533
1295,63.932
1296,131.246
1297,169.775
1298,39.234
1299,198.993
1300,178.705
1301,322.859
1302,578.887
1303,64.918
1304,289.123
1305,273.442
1306,72.674
1307,427.653
1308,686.019
1309,449.164
1310,166.892
1311,165.224
1312,36.068
1313,29.910
1314,243.172
1315,417.951
1316,48.953
1317,89.035
1318,144.020
1319,744.442
1320,33.560
1321,135.476
1322,305.567
1323,1156.079
1324,87.846
1325,271.112
1326,225.057
1327,28.203
1328,369.463
1329,175.242
1330,249.330
1331,29.179
1332,81.479
1333,56.669
1334,470.002
1335,300.618
1336,329.554
1337,105.080
1338,89.354
1339,513.546
1340,684.939
1341,78.209
1342,268.427
1343,167.740
1344,605.053
1345,838.648
1346,449.186
1347,435.730
1348,214.759
1349,72.924
1350,150.586
1351,162.640
1352,1218.170
1353,200.713
1354,164.637
1355,293.361
1356,188.348
1357,237.944
1358,31.588
1359,45.419
1360,94.627
1361,436.972
1362,147.791
1363,84.638
1364,261.670
1365,295.990
1366,42.712
1367,80.130
1368,131.283
1369,639.365
1370,65.693
1371,120.186
1372,78.549
1373,59.485
1374,243.677
1375,57.467
1376,404.309
1377,267.442
1378,244.834
1379,235.460
1380,377.335
1381,47.990
1382,89.107
1383,70.088
1384,466.972
1385,460.576
1386,111.855
1387,157.204
1388,92.232
1389,119.156
1390,197.723
1391,28.602
1392,139.425
1393,263.568
1394,50.143
1395,63.588
1396,72.456
1397,195.673
1398,83.383
1399,109.058
1400,164.749
1401,65.917
1402,967.580
1403,248.951
1404,87.199
1405,744.714
1406,38.500
1407,115.881
1408,280.960
1409,127.475
1410,329.268
1411,429.381
1412,85.435
1413,410.729
1414,548.965
1415,182.828
1416,254.811
1417,52.023
1418,86.670
1419,78.033
1420,661.320
1421,800.798
1422,25.984
1423,66.221
1424,825.432
1425,200.808
1426,282.569
1427,319.439
1428,274.016
1429,28.994
1430,78.579
1431,140.245
1432,27.003
1433,163.700
1434,616.042
1435,621.950
1436,30.189
1437,415.182
1438,23.027
1439,913.439
1440,28.085
1441,942.880
1442,96.762
1443,279.650
1444,70.022
1445,172.383
1446,149.256
1447,94.531
1448,211.394
1449,55.448
1450,612.675
1451,24.206
1452,673.461
1453,246.225
1454,554.573
1455,137.905
1456,1016.653
1457,133.465
1458,349.937
1459,68.298
1460,149.536
1461,217.603
1462,254.274
1463,247.330
1464,189.441
1465,337.042
1466,39.326
1467,64.498
1468,696.978
1469,500.696
1470,131.267
1471,432.955
1472,105.686
1473,20.360
1474,585.923
1475,75.749
1476,658.190
1477,113.433
1478,130.450
1479,851.897
1480,331.958
1481,1682.916
1482,45.073
1483,99.617
1484,78.980
1485,572.086
1486,79.273
1487,72.842
1488,991.224
1489,22.037
1490,184.820
1491,400.177
1492,325.584
1493,472.922
1494,25.958
1495,84.608
1496,190.788
1497,507.382
1498,1152.832
1499,492.624
1500,225.214
1501,25.858
1502,40.241
1503,1006.907
1504,118.057
1505,106.302
1506,561.501
1507,145.298
1508,28.722
1509,313.871
1510,459.304
1511,253.301
1512,510.834
1513,261.119
1514,33.387
1515,161.503
1516,127.196
1517,25.699
1518,284.080
1519,393.391
1520,129.438
1521,57.026
1522,100.113
1523,59.915
1524,84.613
1525,434.921
1526,254.006
1527,23.752
1528,507.641
1529,42.326
1530,26.119
1531,24.454
1532,132.959
1533,114.543
1534,88.204
1535,122.432
1536,505.542
1537,252.572
1538,58.996
1539,207.075
1540,49.477
1541,1236.284
1542,283.262
1543,741.295
1544,174.384
1545,273.220
1546,89.859
1547,510.878
1548,31.968
1549,371.183
1550,341.857
1551,300.949
1552,262.930
1553,144.383
1554,412.621
1555,111.213
1556,110.008
1557,99.908
1558,348.420
1559,26.117
1560,452.962
1561,292.572
1562,90.795
1563,480.186
1564,200.537
1565,767.093
1566,379.817
1567,362.254
1568,28.036
1569,92.480
1570,344.215
1571,481.517
1572,93.398
1573,304.762
1574,869.833
1575,443.049
1576,62.665
1577,272.418
1578,239.825
1579,104.466
1580,185.304
1581,76.783
1582,352.580
1583,72.723
1584,347.355
1585,200.177
